"COLUMN1"	"COLUMN2"	"COLUMN3"
"1054968"	"1.1.2.1"	"89556;906;3824;31195;6213;380292;3824;31195;6213;3824;31195;6213;380292;3824;31195;6213"
"242059"	"1.6.2.1"	"8013;28916;7931;28916;7919;181984;519;1014;2083;14583;9207;8453;28916;10638;412474;456130;59303;11796;21039;7931;28916;7919;181984;519;1014;2083;14583;9207;8453;28916;10638;412474;456130;59303;11796;21039"
"947948"	"1.4.9.2"	"633027;672;974;42776;43604;9129;2083;672;974;672;974;42776;43604;9129;2083;672;974"
"2105543"	"1.4.2.3"	"265285;51215;4010;10697;6183;3203;44710;10697;6183;3203;15881;451;240291;22274;10392;10697;6183;3203;44710;10697;6183;3203;15881;451;240291;22274;10392"
"735689"	"1.1.2.2"	"449;427781;449;2522;30095;4081;449;2522;5300;5273;449;2522;30095;4081;449;2522;5300;5273"
"1678512"	"1.1.2.5"	"490456;7855;7855;19385;19685;53232;3824;22292;7855;19385;19685;63700;70106;158526;87220;182;238721;30095;20170;7855;70106;2169;53232;412132;57836;17701;7855;19385;19685;53232;3824;22292;7855;19385;19685;63700;70106;158526;87220;182;238721;30095;20170;7855;70106;2169;53232;412132;57836;17701"
"1343945"	"8.1.4.2"	"524655;148127;10525;9450;490499;148127;10525;11855;148127;10525;9450;490499;148127;10525;11855"
"709527"	"1.6.2.2"	"582604;681281;711182;519;7931;730;606;519;7931;730;606;1226;36521;20176;59303;437705;24751;59303;42344;85416;174108;322615;2057;30404;3972;931;87548;519;7931;730;606;519;7931;730;606;1226;36521;20176;59303;437705;24751;59303;42344;85416;174108;322615;2057;30404;3972;931;87548"
"2339549"	"1.4.4.3"	"689965;683288;12203;3203;7488;177331;495776;3348;15211;25985;44057;1670;640;892;7107;7488;10638;318969;7264;31439;113482;2306;161261;207683;26460;47619;463684;124420;1370;12203;3203;7488;177331;495776;3348;15211;25985;44057;1670;640;892;7107;7488;10638;318969;7264;31439;113482;2306;161261;207683;26460;47619;463684;124420;1370"
"2184286"	"1.10.3.3"	"593899;58599;22793;5741;205357;12178;58599;13915;2896;14583;9207;5614;5741;58599;22793;5741;205357;12178;58599;13915;2896;14583;9207;5614;5741"
"2190012"	"1.10.3.4"	"304321;655455;6183;82585;4081;1730;304321;6183;82585;4081;2612;1730;82585;5741;6183;82585;4081;1730;304321;6183;82585;4081;2612;1730;82585;5741"
"732250"	"1.1.2.1"	"2320;906;6213;109045;52115;20224;54572;154120;2522;906;6213;109045;52115;20224;54572;154120;2522"
"211972"	"1.12.4.5"	"689475;8569;6912;7839;181411;30095;162275;3572;36169;2423;2896;14583;9207;18285;18059;8569;3572;6912;7839;8569;6912;7839;181411;30095;162275;3572;36169;2423;2896;14583;9207;18285;18059;8569;3572;6912;7839"
"1607941"	"4.2.8.1"	"65079;43874;7154;56494;56532;1986;5300;5273;43874;7154;56494;56532;1986;5300;5273"
"732350"	"1.1.4.3"	"611699;211837;307516;1676;1042;307516;1042;1676;1042;5300;5273;307516;1676;1042;307516;1042;1676;1042;5300;5273"
"1730593"	"1.12.4.5"	"47794;129596;1537;36;5741;51895;1537;36;5741;36;4161;1537;36;5741;51895;1537;36;5741;36;4161"
"532282"	"1.5.2.1"	"713252;322875;8453;191077;45983;24811;322875;8453;322875;8453;191077;45983;24811;322875;8453"
"1064275"	"1.4.2.2"	"632990;560831;12203;3203;453531;12203;3203;39928;12178;13;5645;67305;236666;413;41532;10638;52784;174;12203;3203;453531;12203;3203;39928;12178;13;5645;67305;236666;413;41532;10638;52784;174"
"1478493"	"1.1.3.1"	"16522;652574;6183;25833;6213;468672;3824;6183;16346;25833;6213;107523;136155;22191;16346;25833;16407;26381;16346;25833;29628;4844;66164;6183;25833;6213;468672;3824;6183;16346;25833;6213;107523;136155;22191;16346;25833;16407;26381;16346;25833;29628;4844;66164"
"664045"	"1.11.2.4"	"578992;690893;200330;180985;8453;149683;200330;180985;8453;498784;180985;8453;200330;180985;8453;149683;200330;180985;8453;498784;180985;8453"
"1189202"	"1.6.2.2"	"159;159;5300;5273;159;519;606;5300;5273;159;5300;5273;159;519;606;5300;5273"
"370670"	"1.1.2.2"	"449;375256;562677;449;6213;35259;38924;19107;1982;509449;98954;38924;4677;22542;56746;11771;449;6213;35259;38924;19107;1982;509449;98954;38924;4677;22542;56746;11771"
"2082516"	"1.5.2.1"	"39530;633331;16346;295283;8458;35863;7288;39530;8453;16346;295283;8458;16346;295283;8458;35863;7288;39530;8453;16346;295283;8458"
"686852"	"1.2.1.1"	"46073;416295;7931;11796;9450;1785;35390;2861;11796;18305;9450;35639;165944;77838;2861;451;501045;27598;42677;451;2908;2430;390;118497;267001;106013;9450;7931;11796;9450;1785;35390;2861;11796;18305;9450;35639;165944;77838;2861;451;501045;27598;42677;451;2908;2430;390;118497;267001;106013;9450"
"2105458"	"1.1.1.4"	"5605;638035;645477;1075;402133;906;5300;5273;1075;402133;906;5300;5273"
"561086"	"1.10.1.2"	"75910;583871;10697;200889;16541;10697;200889;16541;5300;5273;10697;200889;16541;10697;200889;16541;5300;5273"
"1774924"	"1.5"	"13992;673236;625731;158783;3572;6112;13992;30668;158783;74144;3572;39223;5741;7107;17686;218424;240067;46479;16547;157622;2487;158783;70413;7503;32327;29753;158783;3572;6112;13992;30668;158783;74144;3572;39223;5741;7107;17686;218424;240067;46479;16547;157622;2487;158783;70413;7503;32327;29753"
"682884"	"1.11.2.7"	"35582;33466;6112;442480;35390;156653;8108;33466;6112;442480;35390;156653;8108"
"2105423"	"1.2.2.1"	"3697;22288;7931;3697;492807;15309;7931;3697;21039;95962;147789;401322;1063;125943;229608;451;7931;3697;492807;15309;7931;3697;21039;95962;147789;401322;1063;125943;229608;451"
"1847599"	"1.1.4.1"	"39918;6213;39918;61926;182;31696;3824;39918;6213;39918;15034;182;61926;182;39918;61926;182;31696;3824;39918;6213;39918;15034;182;61926;182"
"689585"	"4.1.1.2"	"421274;575;118043;74189;233237;575;118043;5300;5273;421274;575;118043;74189;233237;575;118043;5300;5273"
"1513788"	"1.1.2.2"	"638036;449;6213;177194;38924;23331;7492;449;6213;177194;38924;23331;7492"
"1067816"	"1.1.2.2"	"640788;15629;449;6213;38745;38924;41370;1982;449;6213;38745;38924;41370;1982"
"1565050"	"1.1.2.2"	"638594;449;6213;38924;23331;1982;449;6213;38924;23331;1982"
"1885397"	"1.1.4.1"	"558500;48942;6213;56902;48942;6213;18512;15783;11924;182;20170;145643;49410;86506;182;48942;6213;56902;48942;6213;18512;15783;11924;182;20170;145643;49410;86506;182"
"1153412"	"1.1.2.6"	"529660;3824;107583;6213;40254;3824;107583;6213;63387;63700;182;15783;11924;182;15783;483832;182;3824;107583;6213;40254;3824;107583;6213;63387;63700;182;15783;11924;182;15783;483832;182"
"112413"	"1.1.3.1"	"388049;526085;603942;472;11924;331;388049;3824;16522;83743;6213;15034;472;11924;331;472;11924;331;388049;3824;16522;83743;6213;15034;472;11924;331"
"520604"	"1.13.4.1"	"162151;23212;5406;314682;162151;23212;5406;162151;23212;5406;314682;162151;23212;5406"
"1857776"	"1.2.2.1"	"3697;619525;8774;356;3697;411924;8774;356;3697;8774;356;3697;411924;8774;356;3697"
"1383850"	"1.6.2.2"	"20765;19;41871;6445;92486;93388;19;29620;41871;6445;106217;472791;118341;3824;2083;16541;5645;75877;124993;130562;501631;173;493133;110;87243;19;41871;6445;92486;93388;19;29620;41871;6445;106217;472791;118341;3824;2083;16541;5645;75877;124993;130562;501631;173;493133;110;87243"
"991332"	"1.1.4.1"	"106892;28349;39918;6213;106892;17838;48255;7492;39918;6213;106892;17838;48255;7492"
"1046570"	"1.1.2.3"	"64557;6213;1703;6213;94816;17838;33313;7492;64557;33313;7492;1703;6213;94816;17838;33313;7492;64557;33313;7492"
"2077568"	"1.1.4.4"	"538710;562067;925;119;248247;12823;182;154122;3203;4697;1040;119;248247;12823;182;154122;3203;4697;1040"
"1128889"	"4.2.1.3"	"584606;5528;31581;31191;303499;5528;5300;5273;5528;31581;31191;303499;5528;5300;5273"
"645106"	"4.2.1.1"	"8018;305062;8018;5300;5273;8018;5300;5273;8018;5300;5273;8018;5300;5273"
"1478965"	"1.1.2.5"	"674072;64557;15414;7492;26521;64557;15414;7492;64557;15414;7492;26521;64557;15414;7492"
"1928671"	"1.4.2.3"	"354299;10697;3203;15042;10697;561;3203;26124;10638;112240;44696;349;18000;143732;166;143732;166;179350;16216;10697;3203;15042;10697;561;3203;26124;10638;112240;44696;349;18000;143732;166;143732;166;179350;16216"
"645217"	"1.2.2.1"	"550285;974;6183;974;65244;294251;155;6977;974;30668;3824;200544;534;21039;65069;15298;159147;68181;3824;182481;726;405567;636390;156769;796;117608;52146;286562;84599;87714;297406;428299;286562;43099;80;109312;6183;974;65244;294251;155;6977;974;30668;3824;200544;534;21039;65069;15298;159147;68181;3824;182481;726;405567;636390;156769;796;117608;52146;286562;84599;87714;297406;428299;286562;43099;80;109312"
"556611"	"1.1.2.2"	"64981;117385;64557;26325;85689;64981;3824;26325;7492;64557;26325;85689;64557;26325;85689;64981;3824;26325;7492;64557;26325;85689"
"266404"	"1.9.2.5"	"1040;681419;586926;233591;3824;301979;10175;347877;75877;15034;1040;26306;3824;142;85649;25838;3824;301979;10175;233591;3824;301979;10175;347877;75877;15034;1040;26306;3824;142;85649;25838;3824;301979;10175"
"528007"	"1.1.2.1"	"61687;11320;93754;17330;8108;11320;3824;906;6183;6213;3824;17838;22292;15451;492325;4844;66164;30668;93754;17330;2522;8108;93754;17330;8108;11320;3824;906;6183;6213;3824;17838;22292;15451;492325;4844;66164;30668;93754;17330;2522;8108"
"2105527"	"1.4.2.1"	"442400;182612;67603;12203;77277;3203;6090;12203;3203;76186;17443;76293;471892;10638;307899;1056;263;17443;76293;67603;12203;77277;3203;6090;12203;3203;76186;17443;76293;471892;10638;307899;1056;263;17443;76293"
"2105362"	"1.2.2.1"	"3697;7122;28831;6183;3697;7122;413098;15309;411814;6183;3697;7122;30491;80716;8865;28831;24340;440632;47698;11607;354;13363;451;136923;80716;8865;28831;24340;158295;1370;6183;3697;7122;413098;15309;411814;6183;3697;7122;30491;80716;8865;28831;24340;440632;47698;11607;354;13363;451;136923;80716;8865;28831;24340;158295;1370"
"1175313"	"1.4.2.2"	"701787;712115;12203;3203;169451;12203;3203;10638;13;243434;84983;181085;95;46382;28281;12178;22191;9108;62279;439;429;12203;3203;169451;12203;3203;10638;13;243434;84983;181085;95;46382;28281;12178;22191;9108;62279;439;429"
"2105530"	"1.4.1.4"	"509457;667947;347245;12152;7931;561;4585;6183;561;10638;347245;43316;126213;202833;286899;12152;7931;561;4585;6183;561;10638;347245;43316;126213;202833;286899"
"2105529"	"1.4.2.4"	"74111;553481;388950;12152;51835;74111;12152;51835;15881;451;159524;388950;12152;51835;74111;12152;51835;15881;451;159524;388950"
"2105528"	"1.4.2.2"	"656099;551259;142344;64746;178482;18423;191802;64746;63015;421455;146748;45877;178482;22542;1016;636390;64746;178482;18423;191802;64746;63015;421455;146748;45877;178482;22542;1016;636390"
"2105531"	"1.4.2.4"	"553354;134231;12152;12725;3203;75410;12152;12725;51835;15881;451;1600;3457;3586;5060;242915;12152;12725;3203;75410;12152;12725;51835;15881;451;1600;3457;3586;5060;242915"
"2105532"	"1.4.1.5"	"16194;138274;3203;12152;6183;561;16194;12152;6183;561;3203;40075;539;10638;511112;287199;8837;13;8427;12152;6183;561;16194;12152;6183;561;3203;40075;539;10638;511112;287199;8837;13;8427"
"2105533"	"1.4.1.5"	"92428;553293;348057;12152;56189;2323;561;92428;12152;56189;2323;561;18512;1852;636390;15881;539;162627;469340;348057;12152;56189;2323;561;92428;12152;56189;2323;561;18512;1852;636390;15881;539;162627;469340;348057"
"606004"	"4.2.10.1"	"411945;7931;1470;2628;1083;287220;247;5300;5273;7931;1470;2628;1083;287220;247;5300;5273"
"1774913"	"8.1.6.1"	"178257;224134;387651;6183;224134;178257;6183;224134;387651;87323;15069;98825;5619;6183;224134;178257;6183;224134;387651;87323;15069;98825;5619"
"665827"	"1.9.2.5"	"677407;426614;1040;26306;182;416431;3824;48094;708;29628;53288;1040;26306;182;43604;11647;27425;1040;1040;26306;182;416431;3824;48094;708;29628;53288;1040;26306;182;43604;11647;27425;1040"
"731717"	"1.2.2.1"	"555384;15108;117;113100;3697;36644;60774;15034;7107;117;113100;3697;30491;307087;483023;97992;15034;11022;1294;293636;82875;486687;346;9045;117;113100;3697;36644;60774;15034;7107;117;113100;3697;30491;307087;483023;97992;15034;11022;1294;293636;82875;486687;346;9045"
"687468"	"4.2.2.1"	"100495;4968;31581;41063;14073;2017;5300;5273;4968;31581;41063;14073;2017;5300;5273"
"2105751"	"1.11.4.1"	"252933;508993;19700;65835;1020;140481;19700;3572;65835;1020;19700;65835;1020;140481;19700;3572;65835;1020"
"2105753"	"1.11.1.2"	"70512;8047;2423;18285;8047;2423;65835;1020;8047;2423;18285;8047;2423;65835;1020"
"2105427"	"1.1.2.1"	"61687;25576;35127;72069;67606;6449;174701;3824;906;6213;35127;72069;2522;67606;6449;75877;71800;20176;4677;182;19685;35127;72069;67606;6449;174701;3824;906;6213;35127;72069;2522;67606;6449;75877;71800;20176;4677;182;19685"
"558822"	"1.11.1.1"	"2965;447093;2965;3572;4385;5741;481443;243286;726;2965;3572;4385;5741;2965;3572;4385;5741;481443;243286;726;2965;3572;4385;5741"
"2068944"	"1.1.4.2"	"677968;671342;43199;168993;7492;452081;17838;43199;168993;7492;43199;168993;7492;452081;17838;43199;168993;7492"
"557803"	"1.9.2.5"	"559923;67603;1753;1040;118577;217306;1753;67603;1040;67603;1753;1040;118577;217306;1753;67603;1040"
"1638658"	"1.1.2.1"	"906;363610;906;6213;11863;52115;6183;906;6213;906;6213;11863;52115;6183;906;6213"
"579456"	"8.1.2.3"	"268135;12309;12309;4097;500856;9732;8414;12309;4097;500856;9732;8414"
"584297"	"4.2.8.1"	"525708;7931;7154;2758;3824;1986;335;5300;5273;7931;7154;2758;3824;1986;335;5300;5273"
"993513"	"1.6.2.1"	"545450;575385;7931;8013;35302;8013;451;100306;130041;19059;22542;113149;10638;30203;7931;8013;35302;8013;451;100306;130041;19059;22542;113149;10638;30203"
"1774638"	"1.5.2.5"	"3697;16708;6183;3052;3697;47021;3052;3697;8083;303;16222;6183;3052;3697;47021;3052;3697;8083;303;16222"
"573406"	"4.2.8.3"	"659187;43874;7154;56494;798;47635;5300;5273;43874;7154;56494;798;47635;5300;5273"
"1774735"	"1.10.3.2"	"647134;71752;16541;133583;176976;1730;63565;98765;16541;133583;107285;50683;7931;1730;3824;16541;133583;55395;4274;3824;26570;1445;18567;1445;14241;24409;16541;133583;176976;1730;63565;98765;16541;133583;107285;50683;7931;1730;3824;16541;133583;55395;4274;3824;26570;1445;18567;1445;14241;24409"
"713170"	"1.11.2.8"	"643694;626602;3824;297043;8453;366671;51200;174952;2896;3572;8453;5614;3824;297043;8453;6183;2699;26606;3824;726;35374;45468;247090;32435;36527;29753;19172;3824;297043;8453;366671;51200;174952;2896;3572;8453;5614;3824;297043;8453;6183;2699;26606;3824;726;35374;45468;247090;32435;36527;29753;19172"
"576418"	"1.4.2.4"	"553353;134231;7931;12152;708;6649;286481;32471;91519;5273;7931;12152;708;6649;286481;32471;91519;5273"
"732172"	"1.11.2.8"	"26708;573382;3824;5741;26708;457461;33899;39223;5741;3824;5741;3824;5741;26708;457461;33899;39223;5741;3824;5741"
"586880"	"8.1.4.2"	"583017;684973;974;41492;1670;974;167664;41492;1670;3052;32471;931;974;41492;1670;974;167664;41492;1670;3052;32471;931;974"
"2105536"	"1.4.3.7"	"140650;422679;600975;12152;6183;44081;140650;12152;6183;44081;4161;335;10762;93993;436674;2347;2720;7839;422493;2720;8108;71240;2720;8108;449627;121813;8108;12152;6183;44081;140650;12152;6183;44081;4161;335;10762;93993;436674;2347;2720;7839;422493;2720;8108;71240;2720;8108;449627;121813;8108"
"616041"	"4.2.3.2"	"7931;2423;17686;823;439696;5300;5273;7931;2423;17686;823;439696;5300;5273"
"1327020"	"1.1.4.4"	"3447;11924;182;175570;15783;4740;3447;11924;182;3447;11924;182;175570;15783;4740;3447;11924;182"
"1735527"	"1.1.4.4"	"30095;20170;182;472782;30095;20170;16346;43867;127688;3732;182;30095;20170;182;472782;30095;20170;16346;43867;127688;3732;182"
"734847"	"1.5.3.7"	"4968;22793;11595;74000;118118;121233;3015;27779;22793;663;2487;4968;22793;11595;74000;118118;121233;3015;27779;22793;663;2487"
"903553"	"1.6.2.3"	"13970;1702;13970;1702;2661;41761;792;42228;37030;10638;421264;235959;403465;294402;47619;9278;15097;209;13970;1702;13970;1702;2661;41761;792;42228;37030;10638;421264;235959;403465;294402;47619;9278;15097;209"
"736760"	"4.2.3.2"	"7931;2423;17686;8503;1036;92;5300;5273;7931;2423;17686;8503;1036;92;5300;5273"
"555865"	"1.1.2.3"	"1703;26429;16407;164985;3824;33313;7492;28281;12178;22191;1703;209811;26429;16407;1703;26429;16407;164985;3824;33313;7492;28281;12178;22191;1703;209811;26429;16407"
"536144"	"1.1.2.3"	"136085;182;19685;11199;3824;33313;7492;20176;91584;136085;182;19685;47589;1703;31478;87220;182;136085;182;19685;11199;3824;33313;7492;20176;91584;136085;182;19685;47589;1703;31478;87220;182"
"724706"	"1.4.2.2"	"3824;12203;3203;16410;12203;3203;15881;451;26460;3824;12203;3203;16410;12203;3203;15881;451;26460"
"723577"	"1.5.1.1"	"3052;610;37248;148969;3052;610;37248;87;7089;6016;44050;3052;610;37248;148969;3052;610;37248;87;7089;6016;44050"
"1398927"	"8.1.4.1"	"6359;80692;10525;6112;20422;80692;10525;8108;80692;10525;6112;20422;80692;10525;8108"
"2105573"	"1.4.2.2"	"142344;689842;12203;6183;3203;12585;12203;6183;3203;13;451;2925;3130;318566;102663;1370;451;1111;100;12203;6183;3203;12585;12203;6183;3203;13;451;2925;3130;318566;102663;1370;451;1111;100"
"727322"	"1.4.2.1"	"100947;7655;3929;12203;3203;11613;12203;3203;10638;728;1181;32425;32169;103189;7655;46868;3929;12203;3203;11613;12203;3203;10638;728;1181;32425;32169;103189;7655;46868;3929"
"514598"	"4.2.8.1"	"562826;47635;43874;7154;56494;724;4100;5300;5273;43874;7154;56494;724;4100;5300;5273"
"1631365"	"1.1.3.2"	"6359;9385;6213;78533;3824;37763;7492;20176;39304;9385;22292;3732;195083;33826;16407;18423;9385;6213;78533;3824;37763;7492;20176;39304;9385;22292;3732;195083;33826;16407;18423"
"713166"	"1.2.2.1"	"6225;690838;580500;7931;5619;16222;3911;3697;7931;5619;16222;3911;3697"
"2105346"	"4.1.5.1"	"588130;185;91028;16369;218424;91028;16369;5300;5273;91028;16369;218424;91028;16369;5300;5273"
"2173102"	"1.6.2.4"	"166354;620929;29781;4273;19685;329163;17409;7931;29781;4273;1242;121630;334027;19685;4273;47411;70513;39653;37015;519;231;1860;42228;7297;51457;18512;126744;101525;2797;29781;4273;19685;329163;17409;7931;29781;4273;1242;121630;334027;19685;4273;47411;70513;39653;37015;519;231;1860;42228;7297;51457;18512;126744;101525;2797"
"938126"	"1.12.4.5"	"589779;145397;201895;5741;409621;12178;201895;30740;1438;14583;9207;5741;201895;5741;409621;12178;201895;30740;1438;14583;9207;5741"
"737628"	"1.1.2.5"	"632972;5916;10487;15414;6213;239974;61127;22191;15414;182;19685;15414;6213;239974;61127;22191;15414;182;19685"
"2105721"	"1.10.1.2"	"48291;581848;22793;10697;16541;5300;5273;10697;16541;5300;5273;10697;16541;5300;5273;10697;16541;5300;5273"
"1259766"	"1.1.2.1"	"18957;533142;3824;31195;18007;18957;3824;31195;18007;3824;31195;18007;18957;3824;31195;18007"
"698998"	"4.1.2.2"	"32446;584461;62840;6979;32954;62840;6979;32954;5300;5273;62840;6979;32954;62840;6979;32954;5300;5273"
"685345"	"1.5.2.1"	"679205;5741;726;5741;726;5741;726;5741;726;5741"
"2105571"	"1.4.2.2"	"77912;537495;697090;12203;3203;77912;12203;3203;127011;231656;1822;27308;577829;10638;3998;30777;167793;30777;49781;45535;145221;12203;3203;77912;12203;3203;127011;231656;1822;27308;577829;10638;3998;30777;167793;30777;49781;45535;145221"
"2105564"	"1.4.1.13"	"686288;682830;36103;2323;561;132107;281790;36103;6183;2323;561;325920;2661;74278;3824;10697;37015;77691;39653;51457;231;610;41791;2264;892;160924;133358;3824;10697;335;42228;36103;2323;561;132107;281790;36103;6183;2323;561;325920;2661;74278;3824;10697;37015;77691;39653;51457;231;610;41791;2264;892;160924;133358;3824;10697;335;42228"
"827696"	"1.6.2.4"	"201732;166354;29781;4273;19685;409677;17409;7931;29781;4273;1242;121630;334027;19685;4273;47411;70513;39653;37015;519;231;1860;42228;7297;51457;18512;126744;101525;2797;29781;4273;19685;409677;17409;7931;29781;4273;1242;121630;334027;19685;4273;47411;70513;39653;37015;519;231;1860;42228;7297;51457;18512;126744;101525;2797"
"2105696"	"8.1.2.5"	"6359;3824;1927;180985;5741;406071;3824;1927;180985;5741;3824;1927;180985;5741;406071;3824;1927;180985;5741"
"2105757"	"4.2.12.2"	"5237;574745;7931;79460;12757;5237;434;1438;10443;5300;5273;7931;79460;12757;5237;434;1438;10443;5300;5273"
"681031"	"1.13.7.1"	"698424;533960;251677;13652;3547;143323;251677;13652;18181;4097;251677;13652;3547;143323;251677;13652;18181;4097"
"472967"	"1.2.1.1"	"602055;711717;384637;6183;46073;3697;237020;6183;46073;3697;1979;27598;42677;3859;42677;112369;4773;30491;384637;510042;507017;102745;27924;451;6183;46073;3697;237020;6183;46073;3697;1979;27598;42677;3859;42677;112369;4773;30491;384637;510042;507017;102745;27924;451"
"2105561"	"1.4.2.3"	"3848;490702;5202;10697;6183;2222;3848;10697;7931;2222;6183;3203;561;15881;451;5202;5608;10697;6183;2222;3848;10697;7931;2222;6183;3203;561;15881;451;5202;5608"
"1507450"	"1.3.3.5"	"572496;590396;15298;1205;42600;773;15298;423890;1205;42600;9732;773;21152;15298;1205;42600;773;15298;423890;1205;42600;9732;773;21152;15298"
"724984"	"1.1.2.2"	"6213;38598;3824;449;6213;468294;3824;449;6213;38598;30668;501113;98954;126560;84;111021;83666;7721;460856;66022;297;16587;231672;66022;17838;16587;201446;3824;18935;4385;3742;78163;3824;18935;3742;60769;17838;26325;3742;3824;449;6213;468294;3824;449;6213;38598;30668;501113;98954;126560;84;111021;83666;7721;460856;66022;297;16587;231672;66022;17838;16587;201446;3824;18935;4385;3742;78163;3824;18935;3742;60769;17838;26325;3742"
"725081"	"1.1.2.2"	"592850;602355;449;14212;259057;449;6213;38598;2245;1670;35639;84;83666;30668;126560;35639;84;83666;2887;449;14212;259057;449;6213;38598;2245;1670;35639;84;83666;30668;126560;35639;84;83666;2887"
"2105505"	"1.4.1.4"	"561;712440;10697;77277;561;27456;10697;6183;561;112094;1496;87923;73778;133804;241;36361;27456;267176;135929;57836;15435;98116;58996;182;303789;4877;439538;486602;7362;311471;12318;10697;77277;561;27456;10697;6183;561;112094;1496;87923;73778;133804;241;36361;27456;267176;135929;57836;15435;98116;58996;182;303789;4877;439538;486602;7362;311471;12318"
"2355950"	"8.1.1.3"	"524275;9450;3824;45015;22158;386318;3824;45015;11855;3824;45015;22158;386318;3824;45015;11855"
"1676784"	"1.1.2.1"	"25576;906;35127;131909;7492;26700;35127;131909;7492;35127;131909;7492;26700;35127;131909;7492"
"1909969"	"1.1.4.2"	"40944;699057;108292;118305;6213;288412;17838;108292;118305;49980;6213;108292;118305;6213;288412;17838;108292;118305;49980;6213"
"710168"	"1.11.2.1"	"529026;43374;626035;180985;8453;38818;8453;43374;8453;225756;8453;180985;8453;38818;8453;43374;8453;225756;8453"
"565423"	"1.5.2.1"	"199436;594017;251465;181984;11725;4158;429324;45834;3089;181984;11725;4158;113052;451058;43566;14583;9207;5614;181984;11725;4158;429324;45834;3089;181984;11725;4158;113052;451058;43566;14583;9207;5614"
"1090247"	"1.10.3.5"	"688098;597212;556014;7931;2628;60781;430732;350674;2628;60781;430732;57996;1730;95073;6183;41872;3572;6112;138704;3572;5741;4537;2896;16541;107968;2184;423097;9207;26570;7721;3824;24051;82585;107968;134755;7931;2628;60781;430732;350674;2628;60781;430732;57996;1730;95073;6183;41872;3572;6112;138704;3572;5741;4537;2896;16541;107968;2184;423097;9207;26570;7721;3824;24051;82585;107968;134755"
"1774634"	"1.13.1.1"	"690296;1316;3824;297653;5614;196583;15783;1316;3824;297653;74144;3572;5614;3824;297653;5614;196583;15783;1316;3824;297653;74144;3572;5614"
"583318"	"1.13.1.1"	"606266;134064;3572;5614;140570;15783;45834;3089;134064;3572;5614;134064;3572;5614;140570;15783;45834;3089;134064;3572;5614"
"378617"	"1.2.2.6"	"228317;697677;584043;137063;146710;14723;50650;228317;3824;6183;14723;996;1014;74682;36894;146710;14723;50650;8453;10638;146710;14723;5241;17409;41791;407536;421481;177634;492657;996;8035;137063;146710;14723;50650;228317;3824;6183;14723;996;1014;74682;36894;146710;14723;50650;8453;10638;146710;14723;5241;17409;41791;407536;421481;177634;492657;996;8035"
"1806673"	"1.1.2.2"	"263920;449;449;6213;344697;38924;35127;23;7492;449;6213;344697;38924;35127;23;7492"
"601780"	"1.1.2.1"	"143782;357218;906;906;6213;438365;143782;19385;19685;32446;141619;7492;417382;20224;30095;441394;906;6213;438365;143782;19385;19685;32446;141619;7492;417382;20224;30095;441394"
"798019"	"1.4.3.1"	"17875;106594;18305;17875;13135;17875;106594;36697;343;28531;106891;10638;277951;411706;5038;11938;14733;82871;144333;79300;8273;32425;18305;17875;13135;17875;106594;36697;343;28531;106891;10638;277951;411706;5038;11938;14733;82871;144333;79300;8273;32425"
"743878"	"1.10.3.2"	"10480;121650;183819;448946;2487;46334;10480;2536;26570;5645;434;663;2487;121650;183819;448946;2487;46334;10480;2536;26570;5645;434;663;2487"
"714671"	"1.1.4.4"	"703432;4909;15034;182;481314;4909;15034;182;506510;1014;45983;7454;4909;15034;182;481314;4909;15034;182;506510;1014;45983;7454"
"2341417"	"4.2.1.1"	"541295;43874;773;49063;33899;393066;773;5300;5273;43874;773;49063;33899;393066;773;5300;5273"
"667548"	"4.2.1.1"	"215076;773;43874;773;49063;10307;773;5300;5273;43874;773;49063;10307;773;5300;5273"
"689948"	"4.2.1.1"	"142168;43874;773;49063;332318;773;5300;5273;43874;773;49063;332318;773;5300;5273"
"960755"	"1.1.2.1"	"139021;641844;43566;325693;7492;139021;43566;325693;7492;43566;325693;7492;139021;43566;325693;7492"
"686777"	"4.2.3.1"	"40511;2423;5940;49063;573;4221;5300;5273;2423;5940;49063;573;4221;5300;5273"
"1645883"	"1.1.2.2"	"646783;449;6213;447031;38924;87118;1982;449;6213;447031;38924;87118;1982"
"2346969"	"1.1.2.1"	"575935;35127;131909;7492;308188;35127;131909;7492;35127;131909;7492;308188;35127;131909;7492"
"630525"	"1.1.2.1"	"649650;23016;584856;906;6213;316289;12178;35991;1982;233591;182;6449;906;6213;316289;12178;35991;1982;233591;182;6449"
"387491"	"1.1.2.3"	"194265;37271;37271;33313;7492;83827;37271;33313;7492;37271;33313;7492;83827;37271;33313;7492"
"576482"	"8.2.3.1"	"537405;532781;548051;15783;72151;1810;3824;158994;134020;49261;134755;995;35390;5892;5247;240;37019;59568;46864;3824;158994;134020;9732;73685;15783;72151;1810;15783;72151;1810;3824;158994;134020;49261;134755;995;35390;5892;5247;240;37019;59568;46864;3824;158994;134020;9732;73685;15783;72151;1810"
"2105379"	"1.8.3.1"	"76110;24318;2487;198815;76110;24318;49823;2487;148536;15783;175283;55661;87317;1730;76110;24318;2487;198815;76110;24318;49823;2487;148536;15783;175283;55661;87317;1730"
"624447"	"4.2.4.1"	"657368;7931;1267;17686;410291;5300;5273;7931;1267;17686;410291;5300;5273"
